Satellite ID,Satellite Type,Orbit Type,date time,Frequency Bands,Ground Station ID,Location (Latitude),Location (Longitude)),data,qubit,basis,measurement_result,Communication Protocols,Security Protocols,error_rate,timestamp
49348-984,communication,Low Earth orbit (LEO),9/30/2022,Ku-band,0713-0252,13.5027167,144.8016402,89,0,Z,0,TCP/IP,QKD,0.45,12/5/2022
68025-071,communication,geostationary orbit (GEO),4/21/2022,Ku-band,42361-006,9.0072301,125.2122777,13,1,X,1,DVB-S2,IPsec,0.18,2/24/2022
59779-446,Earth observation,Sun-synchronous orbit (SSO),2/8/2022,VHF,0220-1105,27.378875,103.534774,19,0,X,1,SLE,IPsec,0.38,5/24/2022
65785-164,astronomical,geostationary orbit (GEO),4/13/2022,Ka-band,59115-056,28.0896014,108.7986202,54,1,X,1,TCP/IP,IPsec,0.14,11/6/2022
11523-0635,communication,medium Earth orbit (MEO),3/2/2022,Ka-band,68001-154,-8.690455,122.1348629,67,1,Z,0,SLE,IPsec,0.82,9/8/2022
49738-027,communication,Sun-synchronous orbit (SSO),8/17/2022,UHF,13537-536,54.7993525,38.297354,74,1,Z,1,DVB-S2,IPsec,0.8,1/15/2022
50322-003,communication,Sun-synchronous orbit (SSO),4/23/2021,UHF,21695-657,46.6908888,-71.7146783,63,1,Z,0,SLE,QKD,0.4,11/15/2022
70253-129,communication,geostationary transfer orbit (GTO),4/14/2022,Ka-band,49817-0073,8.1592413,125.2824211,22,1,X,0,SLE,QKD,0.02,7/19/2022
63868-368,communication,Low Earth orbit (LEO),5/15/2021,Ka-band,36987-2535,30.699439,115.078981,37,0,X,1,SLE,QKD,0.74,5/8/2022
10544-425,navigation,Sun-synchronous orbit (SSO),4/1/2020,Ka-band,58414-3506,49.5345161,26.2093072,10,0,Z,1,SLE,IPsec,0.69,8/6/2022
55154-4753,Earth observation,Low Earth orbit (LEO),5/13/2020,VHF,68180-383,-7.8003628,110.0181673,98,1,Z,1,SLE,IPsec,0.77,4/6/2022
43251-3323,Earth observation,geostationary orbit (GEO),12/19/2020,UHF,68084-293,34.9128121,-116.6492954,43,0,X,0,SLE,IPsec,0.65,1/10/2022
0781-5381,astronomical,medium Earth orbit (MEO),5/13/2020,Ku-band,48951-8068,-2.945569,104.7334404,17,0,X,1,DVB-S2,QKD,0.22,5/1/2022
0116-2001,astronomical,geostationary orbit (GEO),3/19/2020,Ku-band,49288-0010,38.7759506,-9.2661131,55,0,Z,1,DVB-S2,IPsec,0.58,4/28/2022
0603-4213,Earth observation,geostationary transfer orbit (GTO),6/17/2022,Ku-band,49349-834,24.8138287,120.9674798,82,0,Z,0,AES,QKD,0.53,2/28/2022
63323-123,navigation,Low Earth orbit (LEO),11/19/2021,Ka-band,61543-7254,49.1199699,6.1650769,40,1,X,0,TCP/IP,IPsec,0.75,12/21/2022
21130-049,astronomical,geostationary transfer orbit (GTO),12/26/2021,VHF,18860-341,48.3000957,39.7430006,81,1,X,0,TCP/IP,IPsec,0.69,7/2/2022
0066-7150,communication,geostationary transfer orbit (GTO),7/21/2022,VHF,55154-1413,41.356361,82.63142,22,1,Z,0,SLE,QKD,0.0,7/17/2022
0378-3545,Earth observation,Sun-synchronous orbit (SSO),6/8/2020,UHF,12488-1800,8.9085671,125.4008484,17,1,Z,0,CCSDS,QKD,0.69,3/21/2022
63941-146,navigation,geostationary transfer orbit (GTO),5/11/2021,UHF,55154-5423,14.082769,98.193961,32,1,Z,1,CCSDS,QKD,0.51,4/5/2022
0121-1761,navigation,geostationary orbit (GEO),11/1/2022,VHF,0143-9770,57.0936018,24.5424341,71,0,X,1,AES,QKD,0.13,8/8/2022
64942-1101,Earth observation,Low Earth orbit (LEO),6/5/2022,Ku-band,49738-825,8.4201951,-9.7539282,24,1,X,0,SLE,IPsec,0.96,6/7/2022
0121-0431,astronomical,Low Earth orbit (LEO),8/8/2020,Ku-band,49852-006,22.765392,112.964446,98,0,Z,0,SLE,IPsec,0.53,7/12/2022
66336-080,astronomical,geostationary transfer orbit (GTO),9/25/2020,Ka-band,0093-2070,-15.6500913,-71.6869874,71,1,Z,0,SLE,QKD,0.28,11/18/2022
63304-450,navigation,geostationary orbit (GEO),7/5/2022,Ka-band,49348-229,44.0738696,41.9213303,7,1,X,0,DVB-S2,IPsec,0.07,5/23/2022
49999-755,Earth observation,geostationary orbit (GEO),9/3/2020,UHF,0113-0998,-6.9430402,107.020589,26,1,Z,0,AES,QKD,0.15,10/8/2022
13630-0023,navigation,Sun-synchronous orbit (SSO),11/23/2022,Ku-band,60758-060,35.7453776,140.8272903,54,0,Z,0,DVB-S2,QKD,0.95,12/6/2022
60512-6155,navigation,geostationary orbit (GEO),4/7/2022,Ka-band,64942-1350,-3.9107889,-70.5160813,56,1,X,0,TCP/IP,IPsec,0.31,3/14/2022
63240-5100,navigation,medium Earth orbit (MEO),4/3/2020,UHF,13548-070,6.6249454,-1.2073261,83,1,Z,0,AES,QKD,0.13,8/5/2022
59667-0020,navigation,geostationary orbit (GEO),8/21/2021,VHF,57520-0998,-5.0395725,-42.8036388,72,0,Z,1,DVB-S2,IPsec,0.32,1/24/2022
24385-377,navigation,Sun-synchronous orbit (SSO),8/1/2020,Ka-band,60512-0015,14.3012259,122.4328888,51,0,Z,1,SLE,QKD,0.2,12/4/2022
55946-702,navigation,geostationary orbit (GEO),6/5/2021,Ka-band,0039-0221,37.5392646,127.2148919,76,0,X,1,TCP/IP,IPsec,0.25,5/8/2022
61703-361,astronomical,medium Earth orbit (MEO),9/7/2020,Ka-band,0536-4742,49.617087,19.353513,3,1,Z,1,AES,IPsec,0.62,11/20/2022
60512-1049,astronomical,Low Earth orbit (LEO),9/19/2020,Ku-band,76260-107,10.586582,122.142091,44,1,X,0,TCP/IP,IPsec,0.54,12/20/2022
66116-524,Earth observation,geostationary transfer orbit (GTO),8/15/2020,UHF,68405-033,24.781681,118.552365,84,1,X,0,SLE,QKD,0.78,1/21/2022
68258-5980,Earth observation,medium Earth orbit (MEO),1/31/2021,Ka-band,0378-3286,7.871544,122.550568,67,1,Z,1,CCSDS,IPsec,0.13,6/17/2022
0904-6091,navigation,medium Earth orbit (MEO),9/27/2020,VHF,58194-004,-10.6872332,-37.4329352,28,1,X,1,DVB-S2,IPsec,0.28,5/13/2022
47682-931,navigation,geostationary transfer orbit (GTO),12/17/2020,VHF,63029-900,48.7192002,32.6770961,60,0,X,1,SLE,QKD,0.01,5/14/2022
0186-4040,Earth observation,medium Earth orbit (MEO),7/11/2022,Ku-band,49349-184,-6.7663,105.9234,98,1,Z,1,DVB-S2,IPsec,0.1,1/28/2022
51815-225,navigation,geostationary orbit (GEO),8/3/2022,Ku-band,49349-639,36.8022774,-76.2768755,99,1,X,0,DVB-S2,QKD,0.76,2/15/2022
59762-0119,communication,geostationary orbit (GEO),10/27/2020,UHF,54868-3115,41.1846097,80.3038321,40,1,X,0,TCP/IP,QKD,0.31,5/6/2022
57297-207,communication,Sun-synchronous orbit (SSO),1/5/2020,Ku-band,10742-8080,-6.150443,106.69511,17,0,Z,0,DVB-S2,QKD,0.21,7/23/2022
61715-017,navigation,geostationary transfer orbit (GTO),11/29/2020,UHF,53499-0166,15.787156,104.1478667,74,1,Z,1,SLE,IPsec,0.19,2/25/2022
49967-715,navigation,geostationary orbit (GEO),11/9/2020,VHF,62935-752,-7.1550291,112.5721881,12,1,Z,1,CCSDS,IPsec,0.12,10/2/2022
67172-898,navigation,medium Earth orbit (MEO),5/28/2020,Ku-band,53346-1343,49.1536517,-122.9057947,16,1,X,1,TCP/IP,IPsec,0.76,5/13/2022
67253-651,navigation,geostationary orbit (GEO),9/28/2021,VHF,36987-3207,-7.2030729,112.0237903,55,1,X,1,SLE,IPsec,0.38,2/6/2022
49884-823,navigation,geostationary transfer orbit (GTO),9/18/2020,VHF,51346-174,-6.1078857,106.7791791,97,1,Z,1,TCP/IP,QKD,0.54,9/2/2022
42808-205,communication,medium Earth orbit (MEO),3/26/2022,Ka-band,0113-0897,52.4198041,20.9258628,70,0,X,0,SLE,QKD,0.1,1/31/2022
0363-0384,navigation,medium Earth orbit (MEO),2/26/2022,UHF,51143-210,-7.1724,111.501,56,0,Z,0,DVB-S2,IPsec,0.64,5/13/2022
66902-800,astronomical,Low Earth orbit (LEO),2/13/2020,VHF,60781-1004,4.9237913,-52.3205637,79,1,X,1,TCP/IP,IPsec,0.84,4/30/2022
16729-067,Earth observation,Sun-synchronous orbit (SSO),2/7/2021,UHF,41190-244,48.0347132,38.8114674,94,1,X,1,TCP/IP,QKD,0.89,6/18/2022
69152-0078,communication,geostationary transfer orbit (GTO),1/18/2020,Ku-band,63545-640,-6.9736661,110.4180162,18,1,Z,1,TCP/IP,IPsec,0.05,12/10/2022
60505-0042,communication,Low Earth orbit (LEO),10/2/2020,Ka-band,39892-0602,-15.2090734,-39.1959729,15,0,X,1,AES,IPsec,0.33,4/26/2022
25021-778,communication,medium Earth orbit (MEO),4/18/2021,VHF,59762-6720,38.789257,-27.327988,21,0,X,0,DVB-S2,QKD,0.72,10/10/2022
66078-440,navigation,geostationary transfer orbit (GTO),3/31/2022,VHF,48951-3133,40.5529581,44.9105417,70,0,X,0,DVB-S2,IPsec,0.74,12/11/2022
0093-4820,Earth observation,geostationary transfer orbit (GTO),9/5/2020,Ka-band,63029-639,40.417358,117.500558,2,0,Z,0,AES,IPsec,0.92,9/18/2022
10967-586,navigation,geostationary orbit (GEO),9/9/2021,Ku-band,49288-0922,31.385848,94.427663,91,0,X,0,TCP/IP,IPsec,0.96,5/30/2022
42254-338,astronomical,medium Earth orbit (MEO),12/16/2020,Ka-band,63776-373,23.7247599,108.8076195,8,1,Z,0,DVB-S2,IPsec,0.11,10/8/2022
37012-059,astronomical,Sun-synchronous orbit (SSO),8/1/2020,Ka-band,36987-1237,-8.4478,123.5082,73,1,Z,0,SLE,IPsec,0.19,7/11/2022
43386-710,navigation,geostationary transfer orbit (GTO),9/12/2021,UHF,60949-160,14.700389,121.090098,87,0,Z,0,SLE,IPsec,0.44,9/1/2022
36800-227,Earth observation,Sun-synchronous orbit (SSO),3/10/2022,UHF,76331-910,30.679359,104.011664,39,1,Z,0,TCP/IP,IPsec,0.06,7/27/2022
33261-142,communication,Low Earth orbit (LEO),10/19/2020,UHF,49288-0397,53.7721333,14.7790457,51,1,X,0,CCSDS,QKD,0.91,6/10/2022
55648-776,navigation,medium Earth orbit (MEO),9/27/2020,VHF,75939-9876,59.3537148,17.1973864,49,1,X,1,CCSDS,QKD,0.96,8/13/2022
0562-7806,communication,medium Earth orbit (MEO),3/17/2020,Ka-band,49999-401,30.439547,119.669425,17,0,X,0,DVB-S2,QKD,0.76,9/27/2022
59779-496,Earth observation,Low Earth orbit (LEO),4/18/2021,UHF,51138-095,15.0663747,101.1228553,29,1,Z,0,TCP/IP,IPsec,0.65,9/8/2022
55648-711,communication,geostationary transfer orbit (GTO),6/19/2021,UHF,62802-145,51.2262018,6.7866433,94,1,X,0,CCSDS,QKD,0.7,1/16/2022
11523-0620,navigation,geostationary orbit (GEO),8/18/2021,Ka-band,57520-0838,41.1846097,80.3038321,34,1,Z,1,CCSDS,IPsec,0.49,5/25/2022
63323-296,navigation,geostationary transfer orbit (GTO),9/10/2021,VHF,54868-1852,49.8922979,19.621588,9,1,X,1,SLE,IPsec,0.64,8/29/2022
61096-0033,navigation,Sun-synchronous orbit (SSO),4/26/2021,VHF,69152-0070,34.8844689,32.367428,54,0,Z,1,CCSDS,QKD,0.72,7/20/2022
49693-2001,Earth observation,geostationary orbit (GEO),10/17/2021,VHF,68327-025,-8.506296,115.27916,14,1,Z,0,TCP/IP,QKD,0.46,4/9/2022
13533-690,Earth observation,geostationary transfer orbit (GTO),10/2/2020,Ku-band,13668-015,35.87616,102.801062,64,1,X,1,DVB-S2,QKD,0.54,3/12/2022
65841-691,communication,geostationary orbit (GEO),7/16/2021,Ku-band,52125-456,52.596028,22.1470031,2,0,Z,1,TCP/IP,QKD,0.84,9/7/2022
55910-371,Earth observation,geostationary orbit (GEO),6/21/2020,Ku-band,0093-0054,29.60548,111.877499,54,1,X,1,TCP/IP,QKD,0.75,12/24/2022
40104-353,astronomical,geostationary orbit (GEO),10/16/2020,Ku-band,54569-1047,48.7618689,14.732221,27,1,X,0,AES,QKD,0.7,6/17/2022
0378-0081,Earth observation,Sun-synchronous orbit (SSO),9/12/2020,Ku-band,57237-093,38.8583121,139.9535758,67,0,X,1,DVB-S2,QKD,0.67,8/18/2022
17089-281,Earth observation,geostationary orbit (GEO),3/12/2020,Ku-band,51393-7335,55.4872242,37.3046546,68,1,Z,0,DVB-S2,QKD,0.85,4/21/2022
52164-1104,communication,geostationary orbit (GEO),9/14/2022,UHF,68084-408,-12.3446835,-75.8704611,71,1,Z,1,SLE,QKD,0.47,8/22/2022
69148-001,astronomical,Low Earth orbit (LEO),5/9/2022,VHF,64127-074,46.0382687,18.2440979,43,0,X,1,DVB-S2,IPsec,0.13,6/26/2022
58668-1381,Earth observation,Sun-synchronous orbit (SSO),3/25/2022,Ka-band,0121-4809,50.2318521,12.8719616,70,0,Z,1,AES,QKD,0.85,11/27/2022
16729-034,astronomical,medium Earth orbit (MEO),11/13/2021,Ka-band,58232-0723,42.5064293,20.3599254,51,1,X,1,SLE,IPsec,0.94,10/18/2022
11344-604,Earth observation,medium Earth orbit (MEO),3/19/2021,Ku-band,52584-411,40.232604,116.410742,59,1,X,1,CCSDS,IPsec,0.61,11/17/2022
37205-720,communication,medium Earth orbit (MEO),6/13/2022,UHF,55319-263,53.3519942,83.7638288,88,1,Z,1,DVB-S2,IPsec,0.25,4/24/2022
47335-890,Earth observation,geostationary orbit (GEO),8/25/2021,UHF,55289-723,48.0414975,25.6513963,21,1,Z,0,TCP/IP,IPsec,0.96,1/22/2022
0259-1605,Earth observation,Low Earth orbit (LEO),4/5/2022,VHF,0472-0339,27.171521,119.227978,55,1,X,1,SLE,QKD,0.69,3/14/2022
24236-882,astronomical,geostationary orbit (GEO),4/5/2021,UHF,64117-705,16.1535575,-13.5032081,76,1,X,0,TCP/IP,QKD,0.24,5/21/2022
37205-732,navigation,Sun-synchronous orbit (SSO),8/4/2021,Ka-band,55154-5351,45.141789,124.825117,63,0,Z,1,CCSDS,IPsec,0.9,11/8/2022
43063-028,astronomical,geostationary transfer orbit (GTO),8/23/2022,VHF,45802-094,44.6208353,21.1842054,14,1,X,1,TCP/IP,QKD,0.57,3/17/2022
68682-519,Earth observation,geostationary transfer orbit (GTO),12/1/2021,UHF,36987-2044,30.3152434,-81.6856808,22,0,X,1,AES,QKD,0.45,6/9/2022
64725-8166,Earth observation,geostationary transfer orbit (GTO),10/18/2021,Ka-band,0517-1045,4.2886233,-76.0623979,47,1,Z,1,DVB-S2,IPsec,0.51,8/11/2022
41163-980,communication,geostationary orbit (GEO),4/2/2022,UHF,21130-141,21.4237125,105.4038793,61,1,Z,0,AES,IPsec,0.51,5/17/2022
0536-3381,astronomical,Low Earth orbit (LEO),8/24/2022,Ka-band,64117-146,14.5699334,121.0204582,25,0,Z,0,CCSDS,IPsec,0.28,2/23/2022
35356-470,communication,Low Earth orbit (LEO),9/21/2021,UHF,67253-012,23.1656982,89.4990219,54,0,X,1,AES,QKD,0.19,2/10/2022
10812-955,navigation,Sun-synchronous orbit (SSO),5/30/2020,UHF,52533-172,-34.0666916,-70.7325646,33,1,Z,0,CCSDS,IPsec,0.61,3/9/2022
55319-338,navigation,Sun-synchronous orbit (SSO),7/9/2022,Ka-band,55910-678,49.6163992,19.3518952,85,1,Z,0,SLE,QKD,0.08,7/31/2022
50436-0248,communication,medium Earth orbit (MEO),7/13/2022,Ka-band,16781-194,14.10574,45.44807,50,1,X,0,AES,IPsec,0.15,5/11/2022
55312-310,communication,geostationary orbit (GEO),12/10/2020,Ku-band,29500-9077,-1.8867371,-44.813111,55,0,X,1,SLE,IPsec,0.57,11/19/2022
49348-940,Earth observation,geostationary transfer orbit (GTO),4/26/2022,VHF,61995-6110,-22.1859595,-46.7655989,23,0,Z,1,AES,IPsec,0.83,10/20/2022
56062-050,Earth observation,Sun-synchronous orbit (SSO),4/24/2020,VHF,43063-326,-3.9997372,-38.4429274,44,1,Z,1,TCP/IP,QKD,0.08,3/19/2022
67046-031,astronomical,Low Earth orbit (LEO),10/24/2020,Ka-band,63629-4487,13.2944016,-4.8987523,75,0,Z,0,DVB-S2,IPsec,0.78,10/8/2022
58160-812,communication,medium Earth orbit (MEO),5/22/2021,UHF,52533-214,3.8164718,23.697829,40,0,Z,1,DVB-S2,QKD,0.01,1/25/2022
63824-279,navigation,geostationary orbit (GEO),7/1/2022,Ka-band,33261-547,2.3815417,11.2665498,14,0,X,0,SLE,QKD,0.21,1/17/2022
0053-8134,navigation,geostationary orbit (GEO),6/24/2022,Ka-band,0078-0401,49.1313221,16.8056804,59,1,X,0,AES,IPsec,0.09,11/20/2022
0002-7678,astronomical,Low Earth orbit (LEO),6/27/2021,UHF,55111-548,43.236229,94.324152,51,1,X,1,AES,IPsec,0.07,9/17/2022
0363-0903,astronomical,geostationary orbit (GEO),8/27/2021,VHF,36800-495,36.0558208,40.731064,81,0,Z,0,TCP/IP,QKD,0.92,9/19/2022
52125-748,communication,medium Earth orbit (MEO),1/4/2022,Ku-band,49852-174,59.3582766,17.8838787,34,0,X,1,DVB-S2,IPsec,0.5,5/22/2022
0536-1007,navigation,geostationary transfer orbit (GTO),11/9/2020,UHF,42926-163,12.87678,44.99309,72,0,Z,1,CCSDS,IPsec,0.95,9/5/2022
49035-107,navigation,Sun-synchronous orbit (SSO),2/12/2020,Ku-band,0085-0539,-8.5381,123.51,90,1,Z,0,CCSDS,IPsec,0.35,11/27/2022
21130-036,Earth observation,geostationary transfer orbit (GTO),10/20/2020,Ka-band,43617-3415,55.0319476,36.7358019,21,1,X,1,TCP/IP,IPsec,0.6,1/11/2022
33261-969,astronomical,Sun-synchronous orbit (SSO),7/30/2020,Ka-band,50544-100,23.020673,113.751799,97,0,Z,1,DVB-S2,IPsec,0.25,3/30/2022
66490-690,navigation,Sun-synchronous orbit (SSO),10/20/2021,Ka-band,68025-072,15.2881534,-91.0894479,22,1,X,1,TCP/IP,QKD,0.11,6/17/2022
0713-0318,astronomical,geostationary transfer orbit (GTO),3/19/2021,Ka-band,12745-140,-7.783297,110.363649,68,0,X,1,CCSDS,IPsec,0.75,12/3/2022
66977-022,Earth observation,Sun-synchronous orbit (SSO),1/7/2022,VHF,63940-000,41.6445836,0.587269,71,0,Z,1,TCP/IP,IPsec,0.81,5/5/2022
68084-451,communication,medium Earth orbit (MEO),1/8/2020,Ku-band,63691-006,33.24846,132.6146565,40,1,Z,0,DVB-S2,QKD,0.96,12/22/2022
0409-7101,Earth observation,Low Earth orbit (LEO),2/11/2020,VHF,52389-169,54.1415093,15.3283906,50,1,X,0,CCSDS,IPsec,0.11,7/20/2022
65162-810,astronomical,Sun-synchronous orbit (SSO),3/18/2022,UHF,60793-215,-36.9532166,-73.017378,67,1,X,0,SLE,IPsec,0.48,11/4/2022
16590-724,navigation,medium Earth orbit (MEO),3/29/2021,VHF,65841-039,45.3495592,127.095743,18,0,X,0,SLE,QKD,0.46,6/5/2022
68462-497,astronomical,Low Earth orbit (LEO),3/20/2021,Ku-band,51346-245,38.5603056,-121.4970294,54,1,X,1,AES,IPsec,0.41,12/19/2022
76282-202,astronomical,geostationary orbit (GEO),3/26/2022,UHF,50730-5151,22.2795961,-80.5716199,35,1,X,1,SLE,IPsec,0.28,6/22/2022
65162-544,Earth observation,geostationary transfer orbit (GTO),2/15/2020,VHF,49288-0571,18.1096868,-95.8803869,29,0,Z,1,CCSDS,IPsec,0.62,7/26/2022
59779-216,astronomical,geostationary orbit (GEO),10/15/2022,Ku-band,0363-0897,40.0977466,-7.4631571,100,0,Z,1,TCP/IP,QKD,0.32,1/28/2022
60709-106,communication,medium Earth orbit (MEO),6/11/2020,VHF,43269-631,6.2958736,101.7296049,24,0,Z,1,SLE,IPsec,0.69,4/26/2022
61957-1046,communication,geostationary orbit (GEO),4/18/2022,UHF,54868-4548,-7.1516288,108.8373244,6,1,Z,1,DVB-S2,QKD,0.0,5/24/2022
54868-5762,Earth observation,medium Earth orbit (MEO),8/26/2020,VHF,25000-103,51.9784524,14.7217993,25,0,Z,1,SLE,IPsec,0.67,3/19/2022
54162-018,navigation,medium Earth orbit (MEO),10/28/2020,Ku-band,63824-395,39.0730329,141.7138242,19,1,Z,1,AES,IPsec,0.91,9/8/2022
53346-1201,communication,medium Earth orbit (MEO),9/5/2020,Ku-band,68084-481,37.8163881,66.0285106,18,0,Z,0,DVB-S2,IPsec,0.02,5/8/2022
0527-1231,communication,geostationary orbit (GEO),9/4/2021,VHF,68572-3004,38.2911575,-0.6322615,49,1,X,0,CCSDS,QKD,0.26,2/17/2022
0615-4568,astronomical,Low Earth orbit (LEO),12/18/2021,VHF,67345-0517,-6.8348685,110.6735079,12,0,Z,0,TCP/IP,QKD,0.39,8/20/2022
0179-1985,navigation,geostationary orbit (GEO),7/4/2020,Ku-band,63323-101,43.55,-116.28,34,1,X,0,DVB-S2,QKD,0.28,3/12/2022
43742-0154,communication,Sun-synchronous orbit (SSO),3/6/2022,UHF,54973-3097,7.8851351,98.385029,43,1,X,0,CCSDS,IPsec,0.19,5/12/2022
76260-102,navigation,medium Earth orbit (MEO),2/9/2021,Ka-band,55648-412,11.9891869,106.7942405,28,0,Z,0,CCSDS,IPsec,0.71,4/17/2022
61727-051,astronomical,medium Earth orbit (MEO),7/19/2022,Ku-band,69179-490,39.903538,116.42675,43,0,Z,1,CCSDS,QKD,0.65,10/27/2022
61164-2001,communication,geostationary transfer orbit (GTO),11/28/2022,Ku-band,42507-959,57.4145669,15.0919158,17,0,Z,1,SLE,IPsec,0.06,8/10/2022
0363-0766,Earth observation,geostationary orbit (GEO),7/21/2020,VHF,51615-001,-8.4437183,118.8305489,35,0,X,1,AES,IPsec,0.74,7/13/2022
53499-1872,communication,Low Earth orbit (LEO),5/9/2020,VHF,57520-0295,40.9921036,21.4232499,92,1,Z,1,SLE,QKD,0.77,5/10/2022
43269-697,Earth observation,Sun-synchronous orbit (SSO),9/18/2021,VHF,49884-138,44.3868443,142.3980641,98,1,X,1,SLE,QKD,0.4,9/28/2022
54868-5550,Earth observation,Low Earth orbit (LEO),2/24/2021,VHF,16590-216,19.4052965,-99.1504583,24,1,Z,1,DVB-S2,IPsec,0.48,9/30/2022
57520-0259,Earth observation,Low Earth orbit (LEO),2/29/2020,VHF,43596-0017,-7.0555388,107.5767035,87,0,Z,0,CCSDS,QKD,0.45,2/5/2022
65044-5102,astronomical,medium Earth orbit (MEO),6/12/2020,UHF,33261-007,6.7826022,124.4758849,89,1,Z,1,TCP/IP,IPsec,0.87,11/23/2022
63981-176,communication,Low Earth orbit (LEO),3/8/2022,VHF,50021-237,23.614734,115.49047,36,0,X,1,DVB-S2,IPsec,0.52,7/4/2022
50742-209,communication,Sun-synchronous orbit (SSO),8/25/2022,UHF,52261-0200,31.221517,121.544379,20,1,Z,1,TCP/IP,IPsec,0.63,8/31/2022
31722-516,communication,medium Earth orbit (MEO),3/18/2020,Ka-band,67345-0671,59.3746655,28.5939084,9,0,Z,0,AES,IPsec,0.26,5/24/2022
51672-4060,communication,geostationary transfer orbit (GTO),1/13/2020,Ku-band,42953-001,50.3445622,16.1514707,32,0,X,1,DVB-S2,IPsec,0.43,6/26/2022
51079-235,communication,medium Earth orbit (MEO),2/7/2020,UHF,48433-307,32.032744,119.91921,90,1,X,0,CCSDS,QKD,0.29,11/15/2022
0378-0360,communication,Low Earth orbit (LEO),8/26/2022,Ka-band,35356-429,15.0796303,-85.5586368,76,1,X,0,AES,IPsec,0.22,5/25/2022
59762-6731,Earth observation,geostationary transfer orbit (GTO),2/22/2021,Ku-band,59779-912,50.003461,19.612945,60,0,X,0,CCSDS,QKD,0.65,3/19/2022
63739-964,Earth observation,Low Earth orbit (LEO),12/28/2022,VHF,58118-0302,38.889471,-77.0578855,1,0,Z,1,SLE,QKD,0.47,7/30/2022
64778-0378,astronomical,geostationary orbit (GEO),1/13/2020,Ku-band,42291-681,43.6865336,43.5192652,74,0,X,1,AES,QKD,0.42,4/25/2022
76328-223,communication,geostationary orbit (GEO),8/20/2020,UHF,53808-0852,45.0209955,42.9021581,58,0,X,0,DVB-S2,QKD,0.69,7/27/2022
36800-396,astronomical,geostationary orbit (GEO),2/6/2020,Ka-band,0179-1965,39.0614002,-8.7269577,52,0,X,0,CCSDS,IPsec,0.32,8/1/2022
59779-084,navigation,geostationary orbit (GEO),11/29/2020,Ku-band,65044-2624,41.8210285,20.9641822,100,0,Z,1,TCP/IP,IPsec,0.43,12/14/2022
35356-709,communication,Sun-synchronous orbit (SSO),1/19/2022,UHF,0378-4472,-9.8415,123.6933,65,0,Z,1,SLE,IPsec,0.48,8/25/2022
49981-012,navigation,medium Earth orbit (MEO),9/7/2022,Ku-band,63517-523,46.823629,-0.4928359,24,1,Z,0,AES,QKD,0.71,11/17/2022
63029-433,navigation,geostationary transfer orbit (GTO),5/27/2022,UHF,64616-085,13.7208503,-88.9365976,60,0,X,1,AES,QKD,0.0,8/27/2022
36987-3178,navigation,Sun-synchronous orbit (SSO),1/10/2021,VHF,0131-2470,59.9050895,10.7673005,52,1,X,1,SLE,QKD,0.4,9/26/2022
51346-211,communication,geostationary orbit (GEO),2/19/2020,UHF,0904-6016,-0.4960508,101.866362,4,1,X,0,TCP/IP,IPsec,0.26,3/16/2022
49288-9936,navigation,geostationary orbit (GEO),12/7/2020,VHF,37000-780,-46.5996116,168.3457088,67,1,X,0,DVB-S2,IPsec,0.33,7/16/2022
51079-392,navigation,geostationary orbit (GEO),3/18/2022,Ka-band,42858-103,48.1351158,30.077048,92,0,X,1,DVB-S2,QKD,0.18,4/30/2022
63323-113,navigation,geostationary transfer orbit (GTO),2/9/2022,VHF,0113-0903,59.1395,9.65523,16,1,X,0,AES,QKD,0.51,2/18/2022
35356-875,astronomical,Sun-synchronous orbit (SSO),6/25/2021,VHF,43479-203,-4.061738,19.5865629,75,0,X,0,SLE,IPsec,0.55,2/1/2022
21695-223,astronomical,geostationary transfer orbit (GTO),3/2/2021,Ka-band,34666-161,-3.5106508,39.9093269,56,0,X,0,CCSDS,IPsec,0.48,2/3/2022
64720-159,Earth observation,geostationary orbit (GEO),1/12/2020,VHF,0363-0163,-24.7762704,25.4141193,13,0,Z,0,CCSDS,IPsec,0.94,3/24/2022
51096-0002,communication,medium Earth orbit (MEO),1/5/2020,UHF,41163-902,-6.9484206,110.2579036,67,1,X,1,AES,IPsec,0.57,5/4/2022
0409-6729,Earth observation,geostationary orbit (GEO),1/29/2020,UHF,63304-963,14.53348,121.023574,87,0,X,0,CCSDS,QKD,0.94,5/3/2022
54569-4325,astronomical,geostationary orbit (GEO),3/16/2022,UHF,60429-172,-20.3170872,57.5265289,70,1,X,0,TCP/IP,QKD,0.46,9/26/2022
43406-0001,astronomical,Sun-synchronous orbit (SSO),11/22/2020,UHF,51514-0327,41.6918275,-8.8344101,17,1,Z,0,DVB-S2,QKD,0.26,5/4/2022
13811-598,navigation,Low Earth orbit (LEO),2/23/2022,Ka-band,53208-519,-23.2245912,-52.7670021,2,1,X,1,SLE,IPsec,0.67,5/18/2022
65044-1408,navigation,Sun-synchronous orbit (SSO),5/2/2021,VHF,10733-395,40.42639,49.98361,20,0,Z,1,SLE,QKD,0.63,3/21/2022
54799-432,navigation,medium Earth orbit (MEO),7/2/2020,Ku-band,24208-353,-1.0875428,35.8770642,44,1,X,1,SLE,QKD,0.54,3/19/2022
49288-0303,Earth observation,Low Earth orbit (LEO),10/17/2022,Ka-band,61589-6005,32.032275,118.449305,91,0,X,0,AES,IPsec,0.46,4/28/2022
